Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Medical,Recruiting,Game Expenses and Travel,Coaches Compensation,Athletic Student Aid,Total Revenues,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees,Ticket Sales
University of North Carolina at Chapel Hill,199120,2010,Football Bowl Subdivision,Atlantic Coast Conference,"72,685,335","2,048,581","1,210,401","7,767,351","12,204,437","7,208,755","72,825,407","4,167,881","14,634,189","976,415","23,280,829"
University of North Carolina at Chapel Hill,199120,2011,Football Bowl Subdivision,Atlantic Coast Conference,"74,312,602","2,039,946","1,774,115","7,746,199","12,285,171","10,343,866","75,606,311","3,727,949","17,712,389","2,749,722","21,318,513"
University of North Carolina at Chapel Hill,199120,2012,Football Bowl Subdivision,Atlantic Coast Conference,"81,921,783","2,005,251","1,512,701","8,262,654","13,155,455","10,601,110","82,424,430","3,708,892","17,478,749","1,721,964","23,655,855"
University of North Carolina at Chapel Hill,199120,2013,Football Bowl Subdivision,Atlantic Coast Conference,"82,735,139","2,328,081","1,494,503","8,443,113","12,866,568","11,424,567","82,792,342","3,868,310","18,709,609","1,467,293","22,511,083"
University of North Carolina at Chapel Hill,199120,2014,Football Bowl Subdivision,Atlantic Coast Conference,"83,463,221","2,217,675","1,319,115","9,232,291","13,642,676","12,392,051","83,771,913","2,733,096","18,234,593","525,936","23,012,533"
University of North Carolina at Chapel Hill,199120,2015,Football Bowl Subdivision,Atlantic Coast Conference,"89,080,843","2,328,530","1,461,599","8,611,243","14,424,549","13,612,346","89,128,256","2,573,734","20,453,485","1,118,399","20,628,551"
University of North Carolina at Chapel Hill,199120,2016,Football Bowl Subdivision,Atlantic Coast Conference,"95,175,985","2,274,431","1,545,050","11,193,254","15,963,077","14,528,812","95,175,985","2,325,000","22,926,465","2,091,535","23,332,957"
University of North Carolina at Chapel Hill,199120,2017,Football Bowl Subdivision,Atlantic Coast Conference,"96,540,823","2,526,913","1,583,586","12,372,753","17,478,769","15,659,952","96,551,626","3,012,900","21,388,432","2,085,700","23,806,771"
University of North Carolina at Chapel Hill,199120,2018,Football Bowl Subdivision,Atlantic Coast Conference,"102,430,558","2,789,471","1,883,458","10,837,884","18,978,962","16,613,846","104,571,404","12,330,897","20,752,770","709,361","26,335,953"
University of North Carolina at Charlotte,199139,2005,No Football Subdivision,,"9,643,127","115,926","263,555","1,288,276","1,772,777","2,038,463","10,117,976","217,263","687,465","70,000","670,791"
University of North Carolina at Charlotte,199139,2006,No Football Subdivision,,"12,087,619","117,351","328,425","1,321,592","2,062,917","2,037,436","16,554,665","330,222","5,720,643","11,000","627,649"
University of North Carolina at Charlotte,199139,2007,No Football Subdivision,,"11,399,145","163,188","357,638","1,586,629","2,055,141","2,237,876","15,086,511","243,799","5,291,346","115,800","501,770"
University of North Carolina at Charlotte,199139,2008,No Football Subdivision,,"12,598,230","144,000","283,131","1,865,407","2,389,029","2,147,022","15,335,887","226,274","4,127,477","12,500","599,099"
University of North Carolina at Charlotte,199139,2009,No Football Subdivision,,"14,757,775","184,503","271,800","1,821,064","2,708,917","2,288,771","16,778,063","292,501","2,862,843","94,000","574,223"
University of North Carolina at Charlotte,199139,2010,No Football Subdivision,,"14,873,541","161,377","198,956","1,636,312","2,754,588","2,315,747","17,660,687","248,750","3,276,840","84,000","578,716"
University of North Carolina at Charlotte,199139,2011,No Football Subdivision,,"17,519,512","243,701","255,246","1,773,216","3,083,423","2,906,115","18,624,105","231,316","3,150,304","24,757","525,081"
University of North Carolina at Charlotte,199139,2012,No Football Subdivision,,"20,265,479","255,859","340,678","1,992,100","3,706,518","2,976,483","20,573,594","263,080","621,982","222,400","506,720"
University of North Carolina at Charlotte,199139,2013,No Football Subdivision,,"26,122,465","470,891","386,475","2,074,378","4,118,967","3,955,105","26,681,829","538,104","5,675,318","126,500","623,457"
University of North Carolina at Charlotte,199139,2014,Football Championship Subdivision,,"28,366,612","317,276","427,065","2,353,807","4,052,646","4,911,593","29,591,208","672,614","4,420,363","18,000","1,855,994"
University of North Carolina at Charlotte,199139,2015,Football Championship Subdivision,,"28,573,920","276,886","458,939","3,260,467","4,422,998","5,867,832","33,124,557","769,317","4,393,765","137,500","1,573,256"
University of North Carolina at Charlotte,199139,2016,Football Bowl Subdivision,Conference USA,"32,940,261","336,673","567,326","3,635,849","5,697,444","6,871,537","37,334,851","801,218","5,474,461","1,093,065","2,006,928"
University of North Carolina at Charlotte,199139,2017,Football Bowl Subdivision,Conference USA,"33,246,728","364,501","688,626","3,958,198","5,959,220","6,953,682","37,931,802","776,135","5,045,106","887,523","1,455,506"
University of North Carolina at Charlotte,199139,2018,Football Bowl Subdivision,Conference USA,"36,160,236","355,402","650,398","4,338,284","5,607,791","7,857,019","37,919,619","935,938","3,849,951","1,021,000","1,954,698"
University of North Texas,227216,2005,Football Bowl Subdivision,Sun Belt Conference,"13,749,794","351,752","153,421","1,737,994","2,609,809","2,780,309","10,643,248","346,491","2,610,062","1,241,400","420,729"
University of North Texas,227216,2006,Football Bowl Subdivision,Sun Belt Conference,"14,127,731","88,804","193,866","1,536,093","2,680,295","2,549,874","9,480,461","434,418","1,494,883","1,273,500","441,574"
University of North Texas,227216,2007,Football Bowl Subdivision,Sun Belt Conference,"16,192,280","274,584","182,771","1,696,940","2,992,287","2,739,584","9,447,205","491,854","1,272,637","1,157,500","504,209"
University of North Texas,227216,2008,Football Bowl Subdivision,Sun Belt Conference,"16,449,462","300,639","203,983","2,117,506","2,970,142","2,953,550","10,243,090","627,406","945,077","1,233,558","856,099"
University of North Texas,227216,2009,Football Bowl Subdivision,Sun Belt Conference,"17,184,137","333,646","353,120","2,093,390","3,255,410","3,053,784","10,333,289","629,492","755,404","1,743,240","585,932"
University of North Texas,227216,2010,Football Bowl Subdivision,Sun Belt Conference,"17,105,046","291,173","293,487","2,252,318","3,560,731","3,245,866","10,201,988","630,277","592,332","1,412,000","690,586"
University of North Texas,227216,2011,Football Bowl Subdivision,Sun Belt Conference,"18,935,422","381,991","275,599","2,306,562","4,253,838","3,310,358","11,259,222","1,060,676","1,204,029","1,187,500","787,890"
University of North Texas,227216,2012,Football Bowl Subdivision,Sun Belt Conference,"26,542,476","389,625","258,810","2,648,653","4,438,799","3,660,671","19,029,641","1,165,414","2,830,658","1,356,500","1,613,812"
University of North Texas,227216,2013,Football Bowl Subdivision,Sun Belt Conference,"28,926,470","401,815","340,403","2,888,795","4,752,767","3,909,230","28,800,436","1,377,444","3,968,989","1,937,000","1,140,210"
University of North Texas,227216,2014,Football Bowl Subdivision,Conference USA,"31,182,673","701,881","405,776","3,587,465","4,962,230","4,171,345","31,617,094","1,690,478","1,909,037","2,265,200","1,330,980"
University of North Texas,227216,2015,Football Bowl Subdivision,Conference USA,"31,268,741","786,679","449,639","3,299,225","5,149,797","4,318,418","31,312,298","1,848,277","2,484,532","419,000","1,593,007"
University of North Texas,227216,2016,Football Bowl Subdivision,Conference USA,"34,155,537","732,167","395,899","3,357,952","5,272,608","5,456,867","33,278,988","2,008,208","3,438,224","1,983,325","985,736"
University of North Texas,227216,2017,Football Bowl Subdivision,Conference USA,"36,363,381","486,646","462,264","4,063,033","5,850,155","5,438,325","32,150,203","1,657,993","1,020,052","1,352,200","1,157,592"
University of North Texas,227216,2018,Football Bowl Subdivision,Conference USA,"38,635,792","671,095","378,188","5,225,093","7,166,932","5,928,828","38,002,376","2,073,958","2,278,815","1,318,800","1,379,978"
University of Oklahoma,207500,2005,Football Bowl Subdivision,Big 12 Conference,"62,897,773","888,232","1,057,889","8,917,504","9,790,344","5,148,388","63,382,024","7,340,313","10,096,423","339,487","28,599,675"
University of Oklahoma,207500,2006,Football Bowl Subdivision,Big 12 Conference,"64,322,580","956,334","1,071,925","9,031,919","11,485,172","5,491,769","64,521,972","7,375,647","10,820,720","549,620","29,284,212"
University of Oklahoma,207500,2007,Football Bowl Subdivision,Big 12 Conference,"69,266,318","1,146,618","1,420,836","10,854,391","11,958,296","6,964,478","69,430,571","8,092,781","12,096,410","577,800","31,054,702"
University of Oklahoma,207500,2008,Football Bowl Subdivision,Big 12 Conference,"76,945,882","861,358","1,568,125","11,961,334","12,951,543","7,346,156","77,098,008","9,651,372","13,255,316","537,000","35,162,720"
University of Oklahoma,207500,2009,Football Bowl Subdivision,Big 12 Conference,"81,404,991","1,075,324","1,575,168","12,853,834","14,452,846","7,841,339","81,487,835","10,836,829","14,166,960","886,055","34,087,657"
University of Oklahoma,207500,2010,Football Bowl Subdivision,Big 12 Conference,"87,678,197","1,305,297","1,419,347","12,690,888","16,727,351","8,001,631","98,512,287","11,375,376","26,601,241","3,138,000","35,416,091"
University of Oklahoma,207500,2011,Football Bowl Subdivision,Big 12 Conference,"94,363,928","1,263,175","1,263,567","13,836,962","18,969,694","9,439,275","104,338,844","12,131,029","28,671,113","891,600","35,856,411"
University of Oklahoma,207500,2012,Football Bowl Subdivision,Big 12 Conference,"96,250,328","1,084,708","1,445,034","14,476,917","20,773,036","9,376,376","106,456,616","13,153,909","32,580,273","1,032,500","36,281,486"
University of Oklahoma,207500,2013,Football Bowl Subdivision,Big 12 Conference,"102,447,553","1,367,505","2,002,692","14,243,133","21,274,516","9,457,432","123,805,661","12,805,600","34,487,196","832,500","37,770,523"
University of Oklahoma,207500,2014,Football Bowl Subdivision,Big 12 Conference,"113,366,698","1,320,204","2,016,858","15,768,910","21,918,720","11,352,361","129,226,692","12,798,803","33,363,102","1,088,000","36,940,264"
University of Oklahoma,207500,2015,Football Bowl Subdivision,Big 12 Conference,"128,260,251","1,513,141","2,506,999","18,254,298","24,262,369","12,065,436","134,269,349","20,877,150","32,147,093","1,194,866","39,263,430"
University of Oklahoma,207500,2016,Football Bowl Subdivision,Big 12 Conference,"132,611,840","1,651,638","1,994,651","21,277,244","25,416,335","12,485,841","150,373,216","16,449,721","46,641,355","890,000","39,747,466"
University of Oklahoma,207500,2017,Football Bowl Subdivision,Big 12 Conference,"138,456,780","1,819,751","2,306,031","20,939,477","26,747,190","14,015,222","155,238,481","14,106,074","45,504,839","1,925,500","42,142,811"
University of Oklahoma,207500,2018,Football Bowl Subdivision,Big 12 Conference,"153,189,153","1,807,040","2,542,581","22,856,950","26,243,527","15,056,236","175,325,500","14,045,255","62,977,461","1,166,000","42,227,007"
University of Oregon,209551,2005,Football Bowl Subdivision,Pacific-12 Conference,"40,107,833","1,364,017","832,184","4,248,709","4,327,352","5,519,836","39,976,635","2,154,291","11,651,406","1,498,129","12,151,382"
University of Oregon,209551,2006,Football Bowl Subdivision,Pacific-12 Conference,"44,711,104","588,661","988,313","4,677,479","5,424,694","5,797,954","45,197,269","2,000,000","11,863,044","1,145,362","13,418,338"
University of Oregon,209551,2007,Football Bowl Subdivision,Pacific-12 Conference,"49,531,150","462,776","1,077,265","5,110,864","7,082,140","6,252,820","50,489,771","2,100,000","10,589,184","1,855,868","15,545,126"
University of Oregon,209551,2008,Football Bowl Subdivision,Pacific-12 Conference,"56,259,942","861,137","1,141,377","8,290,952","7,702,699","6,929,651","56,623,901","519,750","18,347,181","830,321","17,410,851"
University of Oregon,209551,2009,Football Bowl Subdivision,Pacific-12 Conference,"60,248,727","857,649","1,253,703","7,928,198","9,492,095","7,579,940","59,049,245","729,167","17,909,222","1,550,359","17,153,036"
University of Oregon,209551,2010,Football Bowl Subdivision,Pacific-12 Conference,"77,856,232","928,620","1,133,924","7,246,115","11,179,883","8,709,532","122,394,483","4,592,103","73,809,775","1,246,230","18,102,199"
University of Oregon,209551,2011,Football Bowl Subdivision,Pacific-12 Conference,"76,274,142","1,130,357","1,236,151","6,217,451","15,376,491","9,163,627","85,819,699","6,133,922","33,214,707","2,377,308","19,982,098"
University of Oregon,209551,2012,Football Bowl Subdivision,Pacific-12 Conference,"89,709,350","1,094,513","1,339,601","6,304,558","16,251,606","9,603,305","94,635,829","8,193,749","32,387,615","2,172,741","23,349,642"
University of Oregon,209551,2013,Football Bowl Subdivision,Pacific-12 Conference,"94,972,708","1,216,954","1,379,885","6,574,695","16,883,297","10,121,953","115,241,070","7,139,085","46,627,597","18,500","25,257,158"
University of Oregon,209551,2014,Football Bowl Subdivision,Pacific-12 Conference,"110,378,432","1,259,107","1,527,949","7,159,259","16,283,951","9,959,416","196,030,398","7,900,297","124,927,474","415,000","26,625,906"
University of Oregon,209551,2015,Football Bowl Subdivision,Pacific-12 Conference,"103,880,557","1,470,266","1,514,081","7,485,231","17,055,191","10,970,793","105,701,523","10,291,157","27,037,513","16,283","25,848,889"
University of Oregon,209551,2016,Football Bowl Subdivision,Pacific-12 Conference,"110,202,688","1,496,140","1,585,697","10,828,805","17,661,099","12,286,850","111,701,175","10,318,689","28,036,119","309,100","25,745,016"
University of Oregon,209551,2017,Football Bowl Subdivision,Pacific-12 Conference,"119,945,650","1,574,883","1,732,153","9,599,971","19,363,704","12,123,903","145,417,315","14,964,035","55,713,539","1,010,100","26,492,333"
University of Oregon,209551,2018,Football Bowl Subdivision,Pacific-12 Conference,"119,811,239","1,357,824","1,878,901","10,211,631","23,256,629","13,261,559","122,541,827","19,205,113","24,958,572","350,000","26,299,267"
University of South Alabama,102094,2005,No Football Subdivision,,"6,933,573","181,856","126,972","874,108","1,562,386","1,808,269","6,957,077","440,828","380,605","96,000","112,339"
University of South Alabama,102094,2006,No Football Subdivision,,"7,632,178","136,071","201,382","878,240","1,875,434","1,956,106","7,330,336","249,695","153,965","113,000","227,206"
University of South Alabama,102094,2007,No Football Subdivision,,"8,517,024","169,569","147,780","1,126,348","2,062,516","2,163,147","8,517,024","209,768",0,"174,200","187,051"
University of South Alabama,102094,2008,No Football Subdivision,,"10,626,929","269,755","252,612","1,028,583","2,197,193","2,518,924","10,626,929","342,559","35,530","145,191","213,976"
University of South Alabama,102094,2009,No Football Subdivision,,"13,778,098","354,680","361,554","1,268,319","1,821,567","3,547,233","14,355,498","115,645","660,368","124,500","905,020"
University of South Alabama,102094,2010,No Football Subdivision,,"15,380,469","391,624","340,714","1,685,440","3,730,283","4,143,540","16,439,797",0,"801,067","249,008","877,710"
University of South Alabama,102094,2011,Football Championship Subdivision,,"16,580,198","347,733","514,100","1,955,472","3,788,521","4,458,066","17,432,045","164,000","1,181,032","839,000","860,201"
University of South Alabama,102094,2012,Football Championship Subdivision,,"18,816,817","377,898","545,119","1,785,933","3,929,656","5,024,630","19,060,589","578,444","774,416","736,000","873,927"
University of South Alabama,102094,2013,Football Bowl Subdivision,Sun Belt Conference,"19,830,068","366,502","572,194","1,937,218","4,174,978","5,094,285","21,115,562","188,200","595,499","1,430,000","865,867"
University of South Alabama,102094,2014,Football Bowl Subdivision,Sun Belt Conference,"22,960,759","529,365","618,448","2,611,714","4,348,164","5,771,416","23,091,728","473,726","726,774","722,500","1,406,241"
University of South Alabama,102094,2015,Football Bowl Subdivision,Sun Belt Conference,"25,123,468","517,343","551,948","2,942,767","4,839,965","6,021,754","28,101,936","856,676","839,705","2,610,000","1,001,481"
University of South Alabama,102094,2016,Football Bowl Subdivision,Sun Belt Conference,"26,468,257","426,104","532,567","2,677,840","4,884,456","6,504,993","27,184,425","405,305","2,135,703","434,800","702,825"
University of South Alabama,102094,2017,Football Bowl Subdivision,Sun Belt Conference,"27,949,252","395,661","325,728","3,648,514","5,072,733","6,649,482","30,693,877","776,739","1,275,019","2,644,000","814,686"
University of South Alabama,102094,2018,Football Bowl Subdivision,Sun Belt Conference,"29,894,011","605,963","400,965","2,781,695","5,906,508","7,018,864","29,040,958","764,520","1,943,723","799,500","659,021"
University of South Carolina,218663,2005,Football Bowl Subdivision,Southeastern Conference,"48,935,414","760,582","743,295","5,290,639","7,807,938","6,896,591","46,280,330","1,621,490","16,247,202","1,157,349","11,273,772"
University of South Carolina,218663,2006,Football Bowl Subdivision,Southeastern Conference,"53,098,347","730,282","754,831","5,623,789","7,959,550","8,029,812","52,058,257","1,857,787","16,295,776","844,000","13,892,489"
University of South Carolina,218663,2007,Football Bowl Subdivision,Southeastern Conference,"57,167,414","851,681","745,043","7,267,434","8,179,174","8,267,643","60,544,531","2,173,742","17,390,312","257,500","18,918,142"
University of South Carolina,218663,2008,Football Bowl Subdivision,Southeastern Conference,"64,516,437","904,001","878,556","7,196,156","9,318,658","9,040,952","66,545,953","2,983,978","18,039,591","310,000","20,821,727"
University of South Carolina,218663,2009,Football Bowl Subdivision,Southeastern Conference,"75,597,812","1,104,472","849,408","9,996,298","10,271,296","9,244,435","76,117,140","3,304,160","24,537,424","257,500","21,688,752"
University of South Carolina,218663,2010,Football Bowl Subdivision,Southeastern Conference,"78,295,030","1,232,552","920,211","9,381,693","10,870,798","10,245,248","79,879,193","3,098,527","23,987,283","253,337","19,044,853"
University of South Carolina,218663,2011,Football Bowl Subdivision,Southeastern Conference,"80,525,711","1,075,008","859,063","11,808,717","13,289,795","8,468,686","83,813,226","3,068,423","24,393,202","328,500","19,763,502"
University of South Carolina,218663,2012,Football Bowl Subdivision,Southeastern Conference,"84,963,037","1,105,995","950,181","12,459,544","13,851,603","8,836,380","87,608,352","3,578,562","25,165,877","303,500","20,049,785"
University of South Carolina,218663,2013,Football Bowl Subdivision,Southeastern Conference,"89,097,412","907,314","1,103,215","12,218,937","15,870,043","9,062,390","90,484,422","4,107,225","25,887,641","256,500","20,086,353"
University of South Carolina,218663,2014,Football Bowl Subdivision,Southeastern Conference,"95,762,786","931,642","1,198,126","13,125,706","18,277,553","12,430,711","98,619,479","4,267,844","30,203,751","302,500","21,346,746"
University of South Carolina,218663,2015,Football Bowl Subdivision,Southeastern Conference,"107,430,044","1,051,062","1,325,408","13,702,994","18,998,278","13,047,438","113,172,545","4,143,324","31,209,408","103,000","29,958,915"
University of South Carolina,218663,2016,Football Bowl Subdivision,Southeastern Conference,"116,735,510","1,132,894","1,479,494","13,945,254","20,460,660","14,848,950","122,331,092","4,535,817","30,346,425","5,041,500","25,236,246"
University of South Carolina,218663,2017,Football Bowl Subdivision,Southeastern Conference,"129,317,382","1,456,789","1,950,364","17,386,783","19,689,343","16,113,310","136,032,845","9,522,931","38,810,243","1,000","28,018,240"
University of South Carolina,218663,2018,Football Bowl Subdivision,Southeastern Conference,"134,863,557","1,703,227","2,128,667","17,040,164","22,753,376","16,418,748","140,084,150","9,633,727","38,059,706","2,441,916","28,611,572"
University of South Florida,137351,2005,Football Bowl Subdivision,Conference USA,"19,823,873","299,232","346,804","2,491,659","3,359,268","3,297,322","20,565,871","1,042,549","2,675,193","1,058,491","2,975,011"
University of South Florida,137351,2006,Football Bowl Subdivision,Big East Conference,"24,237,359","263,673","442,091","3,380,917","4,169,189","3,334,101","25,741,146","1,132,534","2,092,880","1,479,650","4,231,975"
University of South Florida,137351,2007,Football Bowl Subdivision,Big East Conference,"27,846,459","280,867","468,813","3,319,297","5,118,592","3,676,930","28,160,631","2,017,469","2,135,633","1,108,805","4,014,353"
University of South Florida,137351,2008,Football Bowl Subdivision,Big East Conference,"32,809,603","562,034","631,400","4,515,408","5,754,110","3,951,311","34,935,813","2,535,356","2,842,750","1,413,000","6,717,314"
University of South Florida,137351,2009,Football Bowl Subdivision,Big East Conference,"35,213,059","653,168","574,031","4,843,452","6,497,911","4,283,889","37,986,171","4,022,520","2,932,840","1,258,500","6,420,512"
University of South Florida,137351,2010,Football Bowl Subdivision,Big East Conference,"39,088,660","892,883","570,462","4,895,523","7,387,152","4,873,479","39,190,939","4,935,295","2,893,587","1,101,000","6,414,049"
University of South Florida,137351,2011,Football Bowl Subdivision,Big East Conference,"43,494,246","1,109,844","627,309","5,592,237","7,440,932","5,103,162","41,948,123","4,885,785","2,735,003","1,704,000","5,828,048"
University of South Florida,137351,2012,Football Bowl Subdivision,Big East Conference,"43,067,025","1,239,645","633,255","5,515,269","7,906,011","5,334,898","43,574,400","5,193,957","3,053,827","1,564,000","6,023,919"
University of South Florida,137351,2013,Football Bowl Subdivision,Big East Conference,"44,612,535","911,042","788,968","6,478,988","8,532,803","5,355,598","45,066,258","5,035,043","2,442,458","1,189,000","6,888,742"
University of South Florida,137351,2014,Football Bowl Subdivision,American Athletic Conference,"46,829,647","1,363,435","799,926","6,648,993","8,187,787","5,612,434","48,383,928","4,922,835","3,719,221","260,500","4,980,088"
University of South Florida,137351,2015,Football Bowl Subdivision,American Athletic Conference,"46,860,838","1,076,019","1,008,000","6,110,073","8,247,638","5,769,793","45,479,012","5,053,346","2,454,618","603,500","4,206,566"
University of South Florida,137351,2016,Football Bowl Subdivision,American Athletic Conference,"48,405,191","1,031,101","846,520","7,097,749","8,478,478","6,192,555","47,160,819","5,434,451","2,942,660","891,500","3,036,967"
University of South Florida,137351,2017,Football Bowl Subdivision,American Athletic Conference,"48,227,500","1,289,459","969,562","5,757,824","9,158,488","5,978,395","49,960,338","5,521,142","2,566,098","502,000","6,071,874"
University of South Florida,137351,2018,Football Bowl Subdivision,American Athletic Conference,"50,674,340","821,813","1,029,164","6,986,363","9,085,365","6,328,125","45,556,113","4,439,564","2,270,658","319,750","3,135,907"
University of Southern Mississippi,176372,2005,Football Bowl Subdivision,Conference USA,"16,588,414","324,176","339,966","1,824,867","3,037,420","3,405,860","18,246,484","403,635","4,063,130","1,551,915","1,825,322"
University of Southern Mississippi,176372,2006,Football Bowl Subdivision,Conference USA,"18,396,942","333,182","374,390","2,530,070","3,412,229","3,345,910","19,460,068","1,067,625","4,666,423","1,213,870","1,965,531"
University of Southern Mississippi,176372,2007,Football Bowl Subdivision,Conference USA,"19,083,585","525,211","465,247","2,266,715","3,553,210","3,400,608","19,911,894","728,994","4,693,766","1,188,000","2,586,711"
University of Southern Mississippi,176372,2008,Football Bowl Subdivision,Conference USA,"18,671,620","203,987","92,711","2,828,062","3,779,015","3,723,420","18,712,687","937,623","3,061,906","1,549,012","2,357,903"
University of Southern Mississippi,176372,2009,Football Bowl Subdivision,Conference USA,"19,861,580","260,418","412,438","3,044,674","4,367,040","4,220,422","18,919,637","1,028,374","2,087,242","911,904","3,109,144"
University of Southern Mississippi,176372,2010,Football Bowl Subdivision,Conference USA,"19,641,550","127,014","369,381","2,769,091","4,438,146","4,160,691","19,731,333","960,817","3,278,980","686,094","2,888,213"
University of Southern Mississippi,176372,2011,Football Bowl Subdivision,Conference USA,"20,702,037","160,629","407,178","3,124,494","4,604,479","4,398,365","20,673,597","1,556,296","3,195,613","1,247,570","2,827,125"
University of Southern Mississippi,176372,2012,Football Bowl Subdivision,Conference USA,"21,914,136","229,546","379,657","3,163,024","4,896,570","4,527,605","21,526,695","1,314,951","3,661,830","873,645","2,859,879"
University of Southern Mississippi,176372,2013,Football Bowl Subdivision,Conference USA,"22,399,056","259,033","421,661","2,782,919","4,738,300","4,907,286","22,776,416","1,425,668","4,858,909","760,465","2,930,731"
University of Southern Mississippi,176372,2014,Football Bowl Subdivision,Conference USA,"23,536,254","276,193","538,432","3,140,607","4,751,899","5,207,326","23,536,254","1,448,527","3,373,697","3,621,286","2,215,329"
University of Southern Mississippi,176372,2015,Football Bowl Subdivision,Conference USA,"24,546,909","282,608","620,583","3,033,648","4,521,266","5,251,187","23,972,589","2,264,298","4,189,297","1,889,326","2,283,825"
University of Southern Mississippi,176372,2016,Football Bowl Subdivision,Conference USA,"25,915,460","210,244","534,931","4,332,364","4,693,545","5,540,943","25,915,460","1,791,372","3,897,242","1,527,500","3,476,155"
University of Southern Mississippi,176372,2017,Football Bowl Subdivision,Conference USA,"25,251,618","275,847","635,963","3,985,453","4,340,947","5,893,197","23,984,639","1,880,685","3,936,169","1,378,803","3,044,981"
University of Southern Mississippi,176372,2018,Football Bowl Subdivision,Conference USA,"26,135,504","462,203","687,450","3,992,393","4,541,829","5,518,865","24,248,720","1,945,127","3,900,396","1,908,126","2,721,100"
University of Toledo,206084,2005,Football Bowl Subdivision,Mid-American Conference,"14,300,546","180,842","375,771","1,950,063","2,219,387","4,086,612","17,091,665","1,459,987","1,307,827","507,450","1,428,471"
University of Toledo,206084,2006,Football Bowl Subdivision,Mid-American Conference,"16,258,879","198,299","411,284","2,202,940","3,481,968","4,312,915","15,530,672","957,192","1,613,218","400,350","1,432,132"
University of Toledo,206084,2007,Football Bowl Subdivision,Mid-American Conference,"16,401,077","245,897","390,583","1,675,240","3,188,855","5,673,435","17,577,137","733,947","2,380,606","467,650","1,352,097"
University of Toledo,206084,2008,Football Bowl Subdivision,Mid-American Conference,"17,811,494","219,553","455,926","1,776,124","3,430,191","5,421,674","19,082,009","891,807","4,298,457","321,150","1,601,702"
University of Toledo,206084,2009,Football Bowl Subdivision,Mid-American Conference,"19,330,595","264,900","416,946","1,735,244","4,041,331","4,774,685","20,639,166","767,269","5,404,816","754,500","1,634,248"
University of Toledo,206084,2010,Football Bowl Subdivision,Mid-American Conference,"20,029,156","270,158","572,347","1,459,182","4,626,367","6,251,550","19,966,412","1,407,990","4,422,394","414,300","2,145,972"
University of Toledo,206084,2011,Football Bowl Subdivision,Mid-American Conference,"20,673,092","212,285","392,829","1,962,113","4,625,934","6,810,978","19,485,449","1,496,023","3,220,632","610,700","1,724,936"
University of Toledo,206084,2012,Football Bowl Subdivision,Mid-American Conference,"22,381,963","247,303","464,181","2,627,792","4,789,871","6,871,005","21,265,873","1,656,193","3,333,849","507,400","1,973,038"
University of Toledo,206084,2013,Football Bowl Subdivision,Mid-American Conference,"23,654,141","263,697","402,639","3,092,828","3,713,087","6,233,067","23,054,218","1,539,590","3,189,080","1,821,250","1,983,629"
University of Toledo,206084,2014,Football Bowl Subdivision,Mid-American Conference,"26,304,331","285,696","523,196","2,604,356","4,966,892","7,621,310","22,559,175","1,182,506","2,581,272","1,251,450","1,420,986"
University of Toledo,206084,2015,Football Bowl Subdivision,Mid-American Conference,"29,902,989","100,512","632,323","3,127,255","5,699,892","7,529,587","26,503,340",0,"3,878,467","439,446","1,582,612"
University of Toledo,206084,2016,Football Bowl Subdivision,Mid-American Conference,"33,289,417","441,290","661,637","3,697,228","4,086,826","8,285,837","27,913,179","704,158","2,418,287","1,073,330","2,230,964"
University of Toledo,206084,2017,Football Bowl Subdivision,Mid-American Conference,"32,925,921","452,733","767,197","3,886,426","5,562,945","8,796,689","32,925,921","679,625","2,723,005","536,500","1,973,602"
University of Toledo,206084,2018,Football Bowl Subdivision,Mid-American Conference,"33,776,969","435,136","557,945","4,297,971","6,334,854","8,368,053","33,776,969","624,146","3,848,058","804,000","1,793,064"
University of Utah,230764,2005,Football Bowl Subdivision,Mountain West Conference,"21,311,639","400,553","408,149","4,083,169","4,537,221","4,633,152","25,506,145","98,100","3,668,651","321,573","6,971,262"
University of Utah,230764,2006,Football Bowl Subdivision,Mountain West Conference,"24,477,346","342,938","546,606","3,813,280","5,343,629","4,254,977","25,046,766","75,769","4,876,238","271,000","7,692,268"
University of Utah,230764,2007,Football Bowl Subdivision,Mountain West Conference,"26,328,003","343,230","496,101","4,360,487","5,253,798","5,085,619","25,913,332","401,719","4,554,345","364,000","7,386,628"
University of Utah,230764,2008,Football Bowl Subdivision,Mountain West Conference,"27,928,663","452,076","571,332","4,229,328","6,009,370","4,992,312","27,447,140","1,899,841","4,887,461","504,500","7,179,957"
University of Utah,230764,2009,Football Bowl Subdivision,Mountain West Conference,"31,302,138","458,442","631,415","5,025,267","6,613,125","5,557,562","32,026,436","2,041,903","5,213,246","995,000","7,873,997"
University of Utah,230764,2010,Football Bowl Subdivision,Mountain West Conference,"31,742,827","534,522","689,478","4,529,647","7,171,708","6,108,470","30,882,390","1,798,128","5,750,835","492,250","7,887,230"
University of Utah,230764,2011,Football Bowl Subdivision,Mountain West Conference,"36,846,478","567,226","753,608","4,712,527","7,626,743","6,559,477","38,091,538","2,716,878","7,600,616","1,549,029","10,393,556"
